budget,id,original_language,original_title,popularity,release_date,revenue,runtime,vote_average,vote_count
28000000,1770,en,Michael Collins,8.314624,25/10/1996,16900000,132,6.7,97
0,10655,en,Gettysburg,5.529035,08/10/1993,25000000,254,6.6,90
25000000,8988,en,Stop-Loss,4.002579,28/03/2008,11207130,113,6.1,82
25000000,15992,en,Abandon,3.888776,14/10/2002,10719357,99,4.6,45
25000000,17707,en,Brokedown Palace,7.296459,13/08/1999,13000000,100,6.2,111
14000000,77883,en,The Possession,21.680424,30/08/2012,85446075,92,5.8,498
25000000,40001,en,Mrs. Winterbourne,7.946769,19/04/1996,10070000,105,5.3,25
25000000,64639,en,Straw Dogs,7.473455,16/09/2011,10324441,110,5.5,144
25000000,9903,en,The Hoax,5.073536,14/10/2006,11772461,116,6.4,60
0,21338,en,Stone Cold,3.623002,17/05/1991,0,92,5.7,34
32000000,20766,en,The Road,41.075532,25/11/2009,27635305,111,6.8,1087
25000000,24264,en,Sheena,4.020194,17/08/1984,5778353,117,5,22
0,19803,en,Underclassman,2.083856,02/09/2005,0,95,5.5,28
25000000,20309,en,Say It Isn't So,2.909346,12/03/2001,0,95,4.8,47
25000000,9912,en,The World's Fastest Indian,8.450513,12/10/2005,0,127,7.3,166
25000000,9067,en,Tank Girl,8.186936,31/03/1995,4064495,98,5.5,138
0,27360,en,King's Ransom,5.079017,22/04/2005,0,95,5.1,14
25000000,8338,en,Blindness,17.603823,14/05/2008,19844979,121,6.4,387
25000000,168705,en,BloodRayne,7.008216,22/10/2005,2405420,95,3.5,118
25000000,72113,en,Carnage,20.011435,16/09/2011,27603069,80,7,738
25000000,9729,en,Where the Truth Lies,4.051221,07/10/2005,0,107,5.9,66
0,94352,en,Cirque du Soleil: Worlds Away,5.987486,09/11/2012,34153101,91,6.1,58
25000000,22256,en,Without Limits,3.849873,11/09/1998,777423,117,6.2,19
25000000,12404,en,Me and Orson Welles,3.593165,25/11/2009,2336172,114,6.6,49
13500000,152742,en,La migliore offerta,30.058263,01/01/2013,19255873,124,7.7,704
25000000,11699,en,The Bad Lieutenant: Port of Call - New Orleans,17.339852,11/09/2009,10589102,122,6,326
0,49953,en,Sammy's avonturen: De geheime doorgang,15.805449,03/08/2010,0,88,5.6,151
25000000,48034,fr,Les petits mouchoirs,15.279021,20/10/2010,48531470,154,7.1,380
0,39845,en,Love Ranch,5.000126,30/06/2010,0,117,6,21
0,25353,fr,La véritable histoire du Chat Botté,1.684948,01/04/2009,0,82,3.8,7
25000000,36696,ru,Белка и Стрелка. Звёздные собаки,5.753564,18/03/2010,6500000,85,6.3,10
25000000,109091,en,The Counselor,35.022029,25/10/2013,71009334,117,5,712
25000000,38543,en,Ironclad,12.31708,03/03/2011,0,121,6.2,227
25000000,33157,en,Waterloo,1.894749,26/10/1970,3052000,128,7,31
25000000,290864,cn,一個人的武林,6.895866,31/10/2014,0,100,6.5,114
25000000,242166,en,Red Sky,3.344158,12/03/2014,0,100,4.1,26
14000000,859,en,Dangerous Liaisons,14.480628,16/12/1988,34670720,119,7,257
25000000,83770,en,On the Road,14.613152,22/05/2012,8784318,137,5.5,301
24000000,168,en,Star Trek IV: The Voyage Home,22.258428,25/11/1986,133000000,119,6.9,477
24000000,1246,en,Rocky Balboa,30.445257,20/12/2006,155721132,102,6.5,835
24000000,4233,en,Scream 2,35.244037,09/12/1997,172363301,120,6.1,840
25000000,174751,en,Jane Got a Gun,15.333575,01/01/2016,1397284,98,5.4,285
24000000,184098,en,Think Like a Man Too,15.237142,20/06/2014,70181428,105,6.4,225
41300000,2069,en,The Whole Nine Yards,23.441135,18/02/2000,106371651,98,6.2,531
8200000,1788,en,Footloose,25.03414,17/02/1984,80035402,107,6.4,505
24000000,11635,en,Old School,24.70166,21/02/2003,87055349,91,6.6,541
24000000,177,en,The Fisher King,16.146572,09/09/1991,41895491,137,7.2,341
65000000,3600,en,I Still Know What You Did Last Summer,20.793026,13/11/1998,40002112,100,5.1,374
24000000,2621,en,Return to Me,5.771479,07/04/2000,36609995,115,6.1,67
24000000,10358,en,Zack and Miri Make a Porno,27.326466,18/09/2008,42105111,102,6.1,721
24000000,10480,en,Nurse Betty,3.572339,08/09/2000,0,108,5.9,111
24000000,10313,en,The Men Who Stare at Goats,20.69219,17/10/2009,68729358,93,5.9,742
0,18828,en,Double Take,1.903405,12/01/2001,0,88,5.5,24
40000000,3558,en,"Girl, Interrupted",10.713521,21/12/1999,0,127,7.6,721
17000000,13476,en,Win a Date with Tad Hamilton!,7.701041,23/01/2004,16980098,95,5.5,160
24000000,10208,en,Muppets from Space,6.589193,14/07/1999,16290976,87,5.8,92
24000000,24961,en,The Wiz,2.753313,24/10/1978,21049053,134,5.9,58
24000000,20697,en,Ready to Rumble,3.113009,07/04/2000,12372410,107,4.7,49
24000000,20761,en,Play It to the Bone,5.566203,25/12/1999,8434146,124,5.7,53
24000000,70868,en,I Don't Know How She Does It,8.630825,16/09/2011,30551495,89,5,141
24000000,43593,en,Piranha 3D,23.343839,20/08/2010,83188165,88,5.3,581
23000000,6478,en,Beyond the Sea,6.138213,17/12/2004,0,118,6.5,55
24000000,40688,en,Meet the Deedles,2.353441,27/03/1998,4562146,93,4.1,19
28000000,26672,en,The Thief and the Cobbler,2.439184,23/09/1993,669276,72,6.8,26
0,45881,en,The Bridge of San Luis Rey,0.515677,01/01/2004,0,120,5.4,15
24000000,41283,en,Faster,26.324874,23/11/2010,23081726,98,6.1,568
24000000,4935,ja,ハウルの動く城,49.549984,19/11/2004,234710455,119,8.2,1991
23600000,19908,en,Zombieland,57.300674,07/10/2009,102391382,88,7.2,3550
23000000,10663,en,The Waterboy,23.839127,06/11/1998,185991646,90,5.9,512
18000000,1891,en,The Empire Strikes Back,78.51783,17/05/1980,538400000,124,8.2,5879
19000000,9737,en,Bad Boys,33.872182,07/04/1995,141407024,118,6.5,1699
23000000,37137,en,The Naked Gun 2½: The Smell of Fear,27.33256,28/06/1991,86930411,85,6.6,546
23000000,9532,en,Final Destination,38.799596,16/03/2000,53302314,98,6.4,1378
12500000,10316,en,The Ides of March,20.317469,24/09/2011,75993061,101,6.5,910
23000000,2787,en,Pitch Black,18.493202,18/02/2000,53187659,108,6.7,1789
23000000,12658,en,Someone Like You...,7.901891,30/03/2001,0,97,6,118
23000000,152601,en,Her,53.682367,18/12/2013,47351251,126,7.9,4097
23000000,10866,en,Joy Ride,11.183197,05/10/2001,36642838,97,6.3,325
25000000,227707,en,The Adventurer: The Curse of the Midas Box,8.842722,05/12/2013,6399,99,5.1,73
23000000,21349,en,Anywhere But Here,8.976738,12/11/1999,18653615,114,5.9,66
0,19150,en,The Crew,2.634119,21/08/2000,0,88,6.4,11
23000000,70435,en,Haywire,26.257951,06/11/2011,33372606,93,5.6,505
23000000,580,en,Jaws: The Revenge,12.777008,17/07/1987,51881013,89,3.5,224
0,9819,en,Marvin's Room,6.130231,18/12/1996,0,98,6.6,124
0,13579,en,The Longshots,4.030724,22/08/2008,0,94,6.5,11
23000000,20024,en,The End of the Affair,6.921263,03/12/1999,10827816,102,6.6,55
23000000,2453,en,Harley Davidson and the Marlboro Man,12.869436,23/08/1991,7434726,98,6.1,82
23000000,6973,en,In the Valley of Elah,15.676123,31/08/2007,29541790,124,6.6,261
0,11156,fr,Coco avant Chanel,8.426589,22/04/2009,0,110,6.6,246
11000000,354110,en,Forsaken,11.071522,16/09/2015,0,90,5.8,101
23000000,22215,en,Chéri,5.494047,10/02/2009,9366227,86,5.9,56
23000000,11632,en,Vanity Fair,6.618149,01/09/2004,16123851,141,5.5,73
23000000,30596,cn,十月圍城,7.876883,18/12/2009,5837674,139,6.5,57
25000000,3021,en,1408,35.169779,12/07/2007,94679598,104,6.5,1343
22700000,957,en,Spaceballs,39.890798,24/06/1987,38119483,96,6.7,902
22500000,256917,en,The Water Diviner,22.096286,25/12/2014,15520023,112,6.8,431
22000000,251,en,Ghost,41.967005,12/07/1990,505000000,127,6.9,1339
23000000,544,en,There's Something About Mary,57.110486,15/07/1998,369884651,119,6.5,1590
22000000,11395,en,The Santa Clause,16.234053,10/11/1994,189833357,97,6.3,489
20000000,14635,en,The Rookie,11.263361,25/03/2002,75597042,127,6.5,110
22000000,13680,en,The Game Plan,20.699212,28/09/2007,147880543,110,6,428
24000000,688,en,The Bridges of Madison County,17.606087,28/05/1995,182016617,135,7.3,385
22000000,11090,en,The Animal,13.786075,01/06/2001,84772742,84,4.6,304
22000000,783,en,Gandhi,35.227212,30/11/1982,77737889,191,7.4,716
22000000,228194,en,The Hundred-Foot Journey,27.898438,06/08/2014,88880821,122,7.3,508
22000000,1642,en,The Net,23.218144,28/07/1995,110627965,114,5.6,354
22000000,10950,en,I Am Sam,26.071644,28/12/2001,92542418,132,7.2,530
22000000,235260,en,Son of God,9.175762,28/02/2014,67800064,138,5.9,83
22000000,277,en,Underworld,81.829237,19/09/2003,95708457,121,6.6,2512
22000000,8999,en,Derailed,17.7091,11/11/2005,57479076,108,6.1,319
22000000,11323,en,The Informant!,17.772518,18/09/2009,35424826,108,6,301
22000000,10445,en,Shadowlands,5.609755,25/12/1993,0,131,6.8,61
22000000,11453,en,Deuce Bigalow: European Gigolo,10.259461,06/08/2005,22400154,83,4.7,225
26000000,146239,en,Delivery Man,30.114383,10/10/2013,51164106,105,6.2,551
0,205588,en,Our Kind of Traitor,10.547959,05/05/2016,9930095,108,6,160
22000000,10878,en,Saving Silverman,12.887673,09/02/2001,19351569,90,5.4,154
22000000,82650,en,Diary of a Wimpy Kid: Dog Days,13.410919,02/08/2012,77112176,94,6,223
0,10279,en,Summer of Sam,3.70789,02/07/1999,0,142,6.3,112
22000000,2294,en,Jay and Silent Bob Strike Back,21.865021,22/08/2001,33788161,104,6.4,480
30000000,2176,en,The Glass House,9.448517,14/09/2001,23619609,106,5.4,201
22000000,270487,en,"Hail, Caesar!",39.006187,05/02/2016,63647656,106,5.7,1309
22000000,19366,en,Josie and the Pussycats,6.404571,06/04/2001,0,98,5.3,72
22000000,204082,en,Homefront,35.737655,27/11/2013,43058898,100,6.4,875
22000000,24100,en,The Little Vampire,4.365196,27/10/2000,13555988,95,6.1,77
22000000,1599,en,I Heart Huckabees,14.925633,10/09/2004,0,106,6.2,239
22000000,5550,en,RoboCop 3,14.725467,17/04/1993,10696210,104,4.2,305
0,30379,en,Megiddo: The Omega Code 2,0.809588,07/09/2001,0,104,3.6,8
0,42586,en,Darling Lili,0.816883,01/01/1970,0,107,4.9,8
70000000,17709,en,Dudley Do-Right,8.792054,27/08/1999,0,77,3.8,48
25000000,287948,en,The Transporter Refueled,25.002715,03/09/2015,72629670,96,5.2,559
0,7548,en,The Libertine,7.588597,16/09/2004,0,114,5.9,128
21000000,9075,nl,Zwartboek,13.906611,01/09/2006,26193068,145,7.2,277
22000000,11661,fr,Joyeux Noël,13.960945,09/11/2005,17709155,116,7.2,212
2000000,109513,en,Hit & Run,16.668854,22/08/2012,14400000,100,5.5,224
0,12085,en,Mad Money,6.847133,17/01/2008,0,104,5.9,140
22000000,204922,en,Before I Go to Sleep,48.784734,03/09/2014,15447154,92,6.2,659
22000000,38985,en,Sorcerer,9.088209,24/06/1977,12000000,121,7.4,98
22000000,44113,en,Stone,12.445176,07/10/2010,9479718,105,5.2,192
0,21494,fr,Molière,4.61335,31/01/2007,0,115,6.7,45
22000000,164457,en,Out of the Furnace,29.230298,06/12/2013,15400000,116,6.5,720
25000000,4566,en,Michael Clayton,18.961323,28/09/2007,92991835,119,6.5,501
0,17795,en,My Fellow Americans,2.809378,20/12/1996,0,101,6.3,46
21500000,1073,en,Arlington Road,12.819447,19/03/1999,0,117,7,239
22000000,153158,es,Metegol,14.866351,18/07/2013,24000000,106,6,122
17000000,81836,en,To Rome with Love,15.013386,20/04/2012,73244881,111,5.6,546
18000000,10724,en,Firefox,8.700565,13/06/1982,70687344,136,5.5,139
21000000,9473,en,"South Park: Bigger, Longer & Uncut",27.197799,30/06/1999,0,81,7.1,893
9000000,2196,en,Death at a Funeral,20.410354,09/02/2007,46,90,6.9,497
21000000,1499,en,Teenage Mutant Ninja Turtles III,10.207065,17/03/1993,42000000,96,5.1,184
32000000,20857,en,Hardball,5.683281,14/09/2001,40222729,106,6.3,123
21000000,82693,en,Silver Linings Playbook,63.599973,08/09/2012,205738714,122,6.9,4742
21000000,1646,en,Freedom Writers,17.746981,05/01/2007,41170784,123,7.5,356
0,44944,en,For Colored Girls,1.934524,05/11/2010,37000000,134,7,22
21000000,4108,en,The Transporter,34.433521,02/10/2002,43928932,92,6.6,1692
20000000,8456,en,Never Back Down,26.21425,04/03/2008,41627431,115,6.4,497
21000000,7341,en,The Rage: Carrie 2,4.781538,11/03/1999,17762705,104,5.1,76
17000000,19255,en,Away We Go,10.13559,05/06/2009,14899417,98,6.7,189
21000000,10187,en,Swing Vote,5.815881,01/08/2008,17600000,120,5.8,65
21000000,31005,en,Moonlight Mile,8.982335,09/09/2002,10011050,117,6.5,52
30000000,49517,en,Tinker Tailor Soldier Spy,33.649652,16/09/2011,0,127,6.6,840
0,44857,en,Molly,2.636193,22/10/1999,0,102,5.5,14
21000000,50780,en,The Beaver,13.847872,11/02/2011,970816,91,6.3,276
35000000,16363,en,The Best Little Whorehouse in Texas,4.189378,23/07/1982,69701637,114,5.9,41
15000000,1946,en,eXistenZ,21.928025,14/04/1999,2856712,97,6.7,475
18000000,85,en,Raiders of the Lost Ark,68.159596,12/06/1981,389925971,115,7.7,3854
18000000,772,en,Home Alone 2: Lost in New York,81.487685,19/11/1992,358991681,120,6.3,2395
20000000,840,en,Close Encounters of the Third Kind,52.456505,16/11/1977,303788635,135,7.2,1098
38000000,9682,en,Pulse,9.662715,11/08/2006,29907685,90,5,150
20000000,96,en,Beverly Hills Cop II,25.28436,18/05/1987,299965036,100,6.1,613
20000000,10678,en,Bringing Down the House,8.351385,07/03/2003,132675402,105,5.4,183
19000000,274,en,The Silence of the Lambs,18.174804,01/02/1991,272742922,119,8.1,4443
20000000,8872,en,Wayne's World,21.815122,14/02/1992,121697323,94,6.5,728
20000000,16290,en,Jackass 3D,20.99174,15/10/2010,117224271,94,6.4,428
20000000,579,en,Jaws 2,19.636044,16/06/1978,187884007,116,5.9,406
20000000,14405,en,Beverly Hills Chihuahua,12.25264,03/10/2008,149281606,91,4.9,209
13000000,138843,en,The Conjuring,49.975409,18/07/2013,318000141,112,7.4,3092
32000000,11637,en,Are We There Yet?,13.590677,20/01/2005,97918663,95,5.2,221
20000000,226486,en,Tammy,21.657563,02/07/2014,100525432,97,5,500
35000000,1584,en,School of Rock,43.057323,03/10/2003,131282949,108,6.7,1414
18000000,9312,en,Mortal Kombat,16.470895,18/08/1995,122195920,101,5.4,442
37000000,12153,en,White Chicks,28.703007,23/06/2004,113086475,109,6.3,679
20000000,65057,en,The Descendants,40.903931,09/09/2011,177243185,115,6.7,934
20000000,8326,en,Holes,22.001408,18/04/2003,0,117,6.7,383
0,35690,en,The Last Song,23.139971,31/03/2010,0,107,6.9,923
20000000,76203,en,12 Years a Slave,95.9229,18/10/2013,187000000,134,7.9,3674
20000000,13497,en,Drumline,4.748929,13/12/2002,57588485,118,6.2,116
20000000,35688,en,Why Did I Get Married Too?,2.986286,02/04/2010,60072596,121,6.1,29
20000000,162,en,Edward Scissorhands,47.51363,05/12/1990,53000000,105,7.5,3601
20000000,296096,en,Me Before You,53.161905,02/06/2016,207945075,110,7.6,2562
0,103370,en,Madea's Witness Protection,7.050951,29/06/2012,0,114,5.9,52
1800000,1051,en,The French Connection,15.978136,09/10/1971,41158757,104,7.4,422
20000000,376659,en,Bad Moms,42.512296,28/07/2016,183936074,100,6.3,1252
20000000,10073,en,Date Movie,10.098722,17/02/2006,48548426,83,3.6,222
20000000,16690,en,Return to Never Land,15.341196,14/02/2002,109862682,72,6.1,290
20000000,273895,en,Selma,29.023184,25/12/2014,66787908,127,7.4,817
20000000,14873,en,The Jungle Book 2,19.819893,07/02/2003,135680000,72,5.6,269
20000000,8968,en,Boogeyman,11.62423,04/02/2005,67192859,89,4.6,191
20000000,9963,en,Premonition,22.049787,08/02/2007,84146832,96,5.8,381
30000000,15655,en,The Tigger Movie,9.829859,11/02/2000,45554533,77,6.3,143
20000000,21208,en,Orphan,29.295801,24/07/2009,41596251,123,6.7,1261
20000000,272878,en,Max,14.136476,26/06/2015,43967255,111,6.8,276
20000000,9760,en,Epic Movie,6.064638,25/01/2007,86865564,86,3.2,326
20000000,314365,en,Spotlight,41.503588,06/11/2015,88346473,128,7.8,2686
20000000,13279,en,Lakeview Terrace,20.495749,19/09/2008,27640028,110,5.9,292
20000000,1975,en,The Grudge 2,13.906944,13/10/2006,39143839,102,5.2,283
20000000,33644,en,How Stella Got Her Groove Back,2.003047,14/08/1998,37672350,124,6,24
0,1649,en,Bill & Ted's Bogus Journey,11.349664,19/07/1991,0,98,5.9,308
20000000,9895,en,Man of the Year,11.203335,09/10/2006,41237648,115,5.8,129
20000000,9570,en,The Black Hole,8.265317,18/12/1979,35841901,98,6.1,131
20000000,27579,en,The American,18.632156,31/08/2010,65464324,104,5.8,481
20000000,16052,en,Selena,6.92592,21/03/1997,60000000,127,7,114
20000000,40264,en,Vampires Suck,17.165039,18/08/2010,80547866,82,4.2,315
25000000,1164,en,Babel,25.785925,08/09/2006,135330182,143,6.9,1055
19800000,239678,en,This Is Where I Leave You,20.311684,10/09/2014,41296320,103,6.5,505
20000000,14359,en,Doubt,20.975165,27/11/2008,50907234,104,7,435
32000000,3989,en,Team America: World Police,26.509175,10/10/2004,50907422,98,6.6,660
20000000,76617,en,Texas Chainsaw 3D,26.497025,03/01/2013,47241945,92,5.3,465
0,1710,en,Copycat,14.211699,27/10/1995,0,124,6.4,194
20000000,4258,en,Scary Movie 5,36.819044,11/04/2013,78378744,86,4.6,793
20000000,20391,en,Paint Your Wagon,7.902536,15/10/1969,31678778,158,6.2,63
20000000,10139,en,Milk,30.909699,26/11/2008,54586584,128,7.1,612
20000000,335778,en,Risen,16.663797,19/02/2016,46069568,107,5.7,295
35000000,9645,en,Ghost Ship,27.724913,25/10/2002,68349884,91,5.3,531
19000000,55465,en,A Very Harold & Kumar Christmas,17.971883,04/11/2011,35387212,108,6,328
20000000,617,en,Wild Things,25.041992,20/03/1998,67200000,108,6.3,444
0,19904,en,The Stepfather,7.924428,16/10/2009,0,101,5.4,167
20000000,48289,en,The Debt,14.857884,11/04/2010,45636368,113,6.3,257
30000000,243,en,High Fidelity,23.982956,17/03/2000,47126295,113,7,628
20000000,6933,en,One Missed Call,12.458131,04/01/2008,0,87,4.7,171
20000000,17182,en,Eye for an Eye,3.996392,12/01/1996,0,101,5.8,63
20000000,8848,en,The Bank Job,30.387754,28/02/2008,64822796,112,6.6,697
20000000,38,en,Eternal Sunshine of the Spotless Mind,56.481487,19/03/2004,72258126,108,7.9,3652
20000000,38303,en,You Again,19.962713,24/09/2010,32005248,105,6,368
20000000,1266,en,Street Kings,18.666876,10/04/2008,65569869,109,6.3,363
20000000,107985,en,The World's End,55.964605,18/07/2013,46089287,109,6.7,1778
0,14043,en,Nancy Drew,5.0348,15/06/2007,0,99,5.8,143
20000000,19901,en,Daybreakers,28.019226,06/01/2009,51416464,98,6,634
20000000,34016,en,She's Out of My League,16.176976,11/03/2010,49779728,104,5.9,525
20000000,59860,en,Monte Carlo,17.237143,01/07/2011,17425000,109,6,593
9000000,10069,en,Stay Alive,4.34503,24/03/2006,27105095,100,5.3,155
0,9588,en,Quigley Down Under,11.360997,17/10/1990,0,119,6.5,119
20000000,12819,en,Alpha and Omega,12.300789,17/09/2010,39300000,88,5.3,124
20000000,9954,en,The Covenant,15.804814,08/09/2006,37597471,97,5.2,288
0,10115,en,Stick It,9.750557,21/04/2006,0,105,6.3,148
40000000,25132,en,Shorts,4.100942,21/08/2009,28972508,89,5.1,44
20000000,577,en,To Die For,12.309715,20/05/1995,21284514,106,6.7,175
20000000,328387,en,Nerve,62.933899,27/07/2016,83707310,96,7.1,2181
20000000,12690,en,Appaloosa,16.074397,12/09/2008,20211394,115,6.3,299
20000000,9945,en,Vampires,17.016284,15/04/1998,0,108,5.8,255
806948,539,en,Psycho,93.067866,16/06/1960,32000000,109,8.2,2320
20000000,13596,en,My Best Friend's Girl,17.145287,19/09/2008,36620508,101,5.4,220
20000000,226857,en,Endless Love,27.256849,12/02/2014,34077920,103,6.7,542
20000000,13159,en,Georgia Rule,7.878177,11/05/2007,0,113,5.6,130
20000000,47941,en,Under the Rainbow,0.173964,31/07/1981,2297493,98,4.9,7
20000000,526,en,Ladyhawke,14.370111,27/03/1985,18432000,121,6.8,260
20000000,22796,en,Simon Birch,11.090254,11/09/1998,18253415,114,6.5,52
20000000,2355,en,Reign Over Me,20.82778,23/03/2007,22222308,124,7.1,334
15000000,5915,en,Into the Wild,43.644978,11/09/2007,56255142,148,7.8,3045
20000000,9842,en,School for Scoundrels,8.244324,29/09/2006,17807569,100,5.6,111
20000000,61012,en,Silent Hill: Revelation 3D,23.292761,10/10/2012,52302796,94,5,432
19000000,755,en,From Dusk Till Dawn,64.181668,19/01/1996,25836616,108,6.9,1603
0,13682,en,Pooh's Heffalump Movie,9.03154,11/02/2005,0,68,6.4,88
0,9089,en,Home for the Holidays,4.031585,02/11/1995,17519169,103,6.3,39
20000000,9470,cn,功夫,13.658985,10/02/2004,100914445,99,7.2,831
35000000,18357,en,The Country Bears,6.908351,26/07/2002,0,88,4.3,20
20000000,7979,en,The Kite Runner,10.446722,14/10/2007,73276047,128,7.3,394
20000000,470,en,21 Grams,32.243357,06/09/2003,60427839,124,7.2,918
20000000,15644,en,Paparazzi,9.149089,03/09/2004,16605763,84,5.8,52
20000000,9582,en,A Guy Thing,5.596835,17/01/2003,17432163,101,5.3,83
0,10642,en,Loser,5.214408,21/07/2000,0,98,5,120
20000000,22074,en,Capitalism: A Love Story,10.50098,06/09/2009,17436509,120,7,167
20000000,2428,en,The Greatest Story Ever Told,3.011205,15/02/1965,15473333,199,6.5,41
19500000,290751,en,Secret in Their Eyes,15.012237,14/10/2015,34854990,111,6.2,336
25000000,13805,en,Disaster Movie,16.238961,29/08/2008,14109284,87,3,240
20000000,4597,en,Armored,15.21229,04/12/2009,22942221,88,5.5,208
20000000,9414,en,The Man Who Knew Too Little,6.397042,14/11/1997,13801755,97,6.5,125
20000000,63492,en,What's Your Number?,19.220789,30/09/2011,30426096,106,6.2,671
20000000,81796,en,Lockout,35.232278,12/04/2012,32204030,95,5.8,715
40000000,10710,en,Envy,9.842771,30/04/2004,0,99,4.8,139
20000000,15092,en,Crank: High Voltage,35.542809,16/04/2009,34560577,96,5.9,861
0,11382,en,Bullets Over Broadway,7.829295,14/10/1994,0,98,7,130
20000000,15005,en,One Night with the King,3.476925,13/10/2006,13391174,123,6.1,12
30000000,8198,en,The Quiet American,5.133744,22/11/2002,27674124,101,6.4,81
20000000,6963,en,The Weather Man,14.031377,20/10/2005,12482775,101,6,289
20000000,15070,en,Undisputed,17.227376,23/08/2002,12398628,96,6.1,139
0,12797,en,Ghost Town,17.98817,19/09/2008,0,102,6.4,286
20000000,17134,en,12 Rounds,15.66135,19/03/2009,17280326,108,5.7,220
20000000,41402,en,Let Me In,19.705311,01/10/2010,24145613,116,6.7,641
0,18885,en,3 Ninjas Kick Back,2.645722,06/05/1994,0,93,4.5,48
0,4953,en,Be Kind Rewind,17.662683,20/01/2008,0,102,6.2,424
0,10773,en,Mrs Henderson Presents,2.894154,09/09/2005,0,103,6.4,62
20000000,146198,en,Triple 9,29.371987,19/02/2016,12639297,115,5.6,797
20000000,2639,en,Deconstructing Harry,11.352693,26/08/1997,10686841,96,7.3,187
20000000,10563,en,Three to Tango,7.553773,22/10/1999,0,98,5.4,62
20000000,295964,en,Burnt,30.477114,02/10/2015,36606743,100,6.3,950
20000000,5971,en,We're No Angels,9.927018,15/12/1989,0,106,5.6,105
20000000,9716,en,Everyone Says I Love You,12.379781,06/12/1996,0,101,6.5,147
20000000,11835,en,Death Sentence,12.643703,31/08/2007,16974459,105,6.5,297
21000000,26171,en,Everybody's Fine,15.440465,04/12/2009,0,99,6.5,284
0,31117,en,Superbabies: Baby Geniuses 2,5.886228,27/08/2004,9109322,88,1.9,35
0,9074,en,The Man,6.925645,08/09/2005,12382362,83,5.4,133
20000000,14396,en,Code Name: The Cleaner,9.36146,05/01/2007,10337477,84,4.7,78
20000000,15673,en,Connie and Carla,6.102663,16/04/2004,11341016,98,6.4,24
8000000,42618,en,Sweet Charity,0.709143,01/01/1969,20000000,149,6.5,15
20000000,171274,en,Inherent Vice,45.742217,25/12/2014,11110975,148,6.5,833
0,24432,en,Doogal,1.682839,24/02/2006,0,85,3.2,18
20000000,109417,en,Battle of the Year,8.237336,21/09/2013,16549477,110,5.9,88
20000000,13948,en,An American Carol,2.605374,03/10/2008,7000000,83,4.1,20
12000000,106747,en,Machete Kills,29.072964,12/09/2013,15008161,107,5.3,631
22000000,10929,en,Willard,1.322528,14/03/2003,0,100,5.8,82
0,14220,en,Strange Wilderness,4.961306,01/02/2008,6575282,87,4.7,69
0,46435,en,Topsy-Turvy,8.628519,03/09/1999,0,160,6.7,41
20000000,256962,en,Little Boy,12.232048,23/04/2015,6420319,106,7,185
15000000,48231,en,A Dangerous Method,27.133277,30/09/2011,27462041,99,6.2,571
8700000,3509,en,A Scanner Darkly,26.093043,25/05/2006,7659918,100,6.8,532
0,82684,en,Chasing Mavericks,13.621201,25/10/2012,0,117,7,216
20000000,12142,en,Alone in the Dark,9.292987,28/01/2005,10442808,96,3.1,173
20000000,23367,en,Bandslam,7.716606,06/08/2009,5210988,111,5.4,126
20000000,10740,en,Birth,7.698075,08/09/2004,0,100,5.9,179
20000000,241239,en,A Most Violent Year,37.629309,30/12/2014,12007070,125,6.5,546
0,14582,en,Passchendaele,2.405911,17/10/2008,0,114,6.3,26
0,14914,en,Flash of Genius,3.350297,07/09/2008,0,119,6.3,59
20000000,3902,en,I'm Not There.,13.032308,01/10/2007,4001121,135,6.6,195
20000000,77948,en,The Cold Light of Day,15.131867,04/04/2012,16863583,93,4.8,271
20000000,21755,en,The Brothers Bloom,10.218307,09/09/2008,5530764,114,6.8,203
21000000,4960,en,"Synecdoche, New York",12.761176,24/10/2008,0,124,7.4,278
26500000,128,ja,もののけ姫,60.732738,12/07/1997,159375308,134,8.2,1983
0,14652,fr,Bon voyage,0.49446,16/04/2003,0,114,5.7,20
0,40932,en,Can't Stop the Music,6.574285,20/06/1980,0,124,4.9,9
2000000,16608,en,The Proposition,14.617944,06/10/2005,5048693,104,7.1,218
20000000,334531,en,My All American,3.102987,13/11/2015,0,118,6.8,36
20000000,32316,en,Marci X,5.65327,22/08/2003,1675706,84,3.3,12
20000000,7299,en,Equilibrium,44.566609,06/12/2002,5359645,107,6.9,1552
40000000,13405,zh,黃石的孩子,8.978408,03/07/2008,7400000,125,6.5,52
0,19457,en,The Yards,10.150993,27/04/2000,0,115,6,97
0,112937,en,The Oogieloves in the Big Balloon Adventure,0.28576,29/08/2012,0,88,2.2,8
10000000,314385,en,By the Sea,11.267676,12/11/2015,3727746,122,5.4,156
20000000,8953,ja,Steamboy,9.129808,17/07/2004,0,126,6.4,102
0,29078,en,The Game of Their Lives,2.013405,01/01/2005,0,101,5.8,14
0,46503,en,All Good Things,20.086645,03/12/2010,0,101,5.9,286
20000000,10448,en,Rapa Nui,3.581906,09/09/1994,305070,107,6.2,33
0,13688,cn,長江七號,12.373248,30/01/2008,47301471,86,6.1,107
0,10353,fr,Les Visiteurs 2 : Les Couloirs du temps,12.283025,11/02/1998,0,118,5.8,221
20000000,43935,en,Dylan Dog: Dead of Night,10.617236,16/03/2011,4634062,107,4.5,139
20000000,11458,en,People I Know,6.377308,21/11/2002,0,100,5.5,48
